question,correct_answer,student_answer,gap_type,gap_score,socratic_question
What is the concept by which two species within the same area to coexist by adapting by developing different specializations?,character displacement,character displacement,correct,0.9999998807907104,Can you explain your reasoning?
Which of the following would be the best title?,Dogs Smell Signs of Cancer,Dogs Smell Signs of Cancer,correct,1.0000001192092896,Why do you think that is the case?
Water is recycled constantly through which system?,the ecosystem,the ecosystem,correct,0.9999998807907104,Can you explain your reasoning?
Why is the move of US significant?,Around half of all lion hunting in Africa is conducted by Americans.,Around half of all lion hunting in Africa is conducted by Americans.,correct,0.9999998807907104,Why do you think that is the case?
"What category of elements are chacterized by their ability to reflect light, called luster, their high electrical and thermal conductivity, their high heat capacity, and their malleability and ductility?",metals,metals,correct,1.0,Can you explain your reasoning?
Which of the following statements is NOT TRUE according to the passage?,You are to make significant decisions without good resources and the guidance of a career adviser.,This is incorrect because You,misconception,0.02631795033812523,Why do you think that is the case?
Which of the following is NOT Nasheed's idea?  _,To build more artificial islands for people to settle there.,This is incorrect because To,misconception,0.12063964456319809,Why do you think that is the case?
"When taking an exam, you are advised   _  .",to first answer the questions which are easier to you.,to first answer the questions which are easier to you.,correct,0.9999998807907104,Why do you think that is the case?
"According to the passage, which of the following statements is Not true?",You won't make good progress unless you set big targets,This is incorrect because You,misconception,0.11309345811605453,Why do you think that is the case?
Why do children spend more time in using electronic devices?,Because more electronic devices are available to them.,Because more electronic devices are available to them.,correct,1.0000001192092896,Why do you think that is the case?
"During the Jewish New Year,  _  .",children often wear new clothes,children often wear,correct,0.856946587562561,Why do you think that is the case?
The story about the airline pilot tells us that   _  .,the writer is worried about the future of our society,the writer is worried about the future of,correct,0.9201463460922241,Why do you think that is the case?
What must replicate in the cell cycle before meiosis i takes place?,dna,dna,correct,0.9999998807907104,Can you explain your reasoning?
Performing drama is likely to help children  _  .,become more confident in themselves,This is incorrect because become,misconception,0.1250818967819214,Why do you think that is the case?
"According to the text, if you're the CEO of  Bai Du you can be called  _  .",the brains behind Bai Du,the brains behind,incomplete,0.5773850083351135,Why do you think that is the case?
"According to the passage, what caused Arabia separate from Africa?",Molten rock flowing into the continental gap.,Molten rock flowing into the,incomplete,0.8485351204872131,Why do you think that is the case?
The writer's host family    _   .,was very kind to her,was very kind,incomplete,0.8386864066123962,Why do you think that is the case?
What is a type of solid that lacks an ordered internal structure?,an amorphous solid,an amorphous solid,correct,1.0000001192092896,Can you explain your reasoning?
At the end of the passage the author suggests that   _  .,life could exist on a great number of planets.,life could exist on a great number of planets.,correct,0.9999999403953552,Why do you think that is the case?
What upset Melanie during the National Championships?,She made a mistake during part of the race.,This is incorrect because She,misconception,0.42566314339637756,Why do you think that is the case?
What would be the best title for this passage?,Doris Lessing wins the Nobel Prize for Literature,Doris Lessing wins the Nobel Prize,correct,0.9560549855232239,Why do you think that is the case?
What is the best title for the passage?,Do Study Many Languages besides English,Do Study Many Languages besides English,correct,1.0,Why do you think that is the case?
The boy looked forward to meeting the author because    _   .,he was one of the author's fans,he was one of the,incomplete,0.5010478496551514,Why do you think that is the case?
Mouthwashes are not an effective cure for bad breath mainly because   _  .,they can't get to all the offending bacteria,they can't get to all the,missing_concept,0.4930230975151062,Why do you think that is the case?
We can learn from the article that   _  .,Karni's findings are based on comparisons between two groups of participants,This is incorrect because Karni's,incomplete,0.5317204594612122,Why do you think that is the case?
Which of the following statements is true?,Farmers mainly use machines on their farms at present.,Farmers mainly use machines on their farms,correct,0.986053466796875,Why do you think that is the case?
What is a pure substance that cannot be separated into any other substances called?,element,element,correct,1.0000001192092896,Can you explain your reasoning?
What's the main idea of the passage?,What's a headache and its effect.,This is incorrect because What's,misconception,0.08099989593029022,Why do you think that is the case?
"In order to create food, what do photosynthetic protists use?",light energy,light energy,correct,1.0,Can you explain your reasoning?
"In some species, what has led to the evolution of alternative male mating behavior and morphology?",sexual selection,sexual selection,correct,1.0,Can you explain your reasoning?
Which of the following statements can be inferred from the passage?,Mary and the little lamb developed a very close friendship.,This is incorrect because Mary,misconception,0.40783339738845825,Why do you think that is the case?
What is the term for the process in which living things with beneficial traits produce more offspring than others do?,natural selection,natural selection,correct,0.9999998807907104,Can you explain your reasoning?
"In writing this passage,the author mainly intends to  _  .",show his concern about children's lack of experience in nature,This is incorrect because show,misconception,0.07790715247392654,Why do you think that is the case?
We learn from the ads that the Enterprise Shopping Centre needs a person who  _  .,can work for about a month.,can work for about a month.,correct,0.9999998807907104,Why do you think that is the case?
What is formed when amino acids are linked together in a long chain?,protein,protein,correct,1.0,Can you explain your reasoning?
The passage classifies(......) the desert plants according to  _   .,the ways they take to deal with the typical climatic condition in desert,the ways they take to deal with the typical climatic condition in desert,correct,1.0,Why do you think that is the case?
What term is used to describe when a liquid is the temperature at which its equilibrium vapor pressure is equal to the pressure exerted on the liquid by its gaseous surroundings?,boiling point,boiling point,correct,1.0,Can you explain your reasoning?
We can infer that the author of the text is     .,unprejudiced in his description of cyberschools,This is incorrect because unprejudiced,misconception,0.30456241965293884,Why do you think that is the case?
What are passed from one generation to the next so species can survive?,adaptatioins,adaptatioins,correct,0.9999998807907104,Can you explain your reasoning?
The skull is a part of a vertebrate endoskeleton that encloses and protects what organ?,brain,brain,correct,1.0,Can you explain your reasoning?
The writer tells this story to show   _  .,even the small can help the great,even the small can help the great,correct,1.0,Why do you think that is the case?
Runoff is likely to cause more what if the land is bare?,erosion,erosion,correct,1.0,Can you explain your reasoning?
Motors are the most common application of magnetic force on current-carrying wires. motors have loops of wire in this?,magnetic field,magnetic field,correct,1.0,Can you explain your reasoning?
The development of a head region is called what?,cephalization,cephalization,correct,0.9999999403953552,Can you explain your reasoning?
Henry had to work hard in the shop because   _  .,he had to support his family,This is incorrect because he,misconception,0.29035335779190063,Why do you think that is the case?
What can we learn from the text?,The study was creative and different from traditional studies,This is incorrect because The,misconception,0.08745671063661575,Why do you think that is the case?
The author thought it was a good thing for her to lose another tooth because   _  .,she believed the tooth fairy would come again,This is incorrect because she,misconception,0.2447543740272522,Why do you think that is the case?
Why is Morioka Shoten unique?,It sells various copies of a book in a week.,This is incorrect because It,misconception,0.05721745267510414,Why do you think that is the case?
We may draw a conclusion  that  _  during a war.,the Red Cross helps all the people in need no matter which side they are fighting for,the Red Cross helps all the people in need no matter which side they are fighting for,correct,1.0,Why do you think that is the case?
The story about the airline pilot tells us that   _  .,the writer is worried about the future of our society,the writer is worried about the future of our society,correct,1.0000001192092896,Why do you think that is the case?
At the end of the passage the author suggests that   _  .,life could exist on a great number of planets.,This is incorrect because life,misconception,0.39962026476860046,Why do you think that is the case?
This passage mainly tells readers   _,what happens on the opening day of the Sahara Festival,what happens on the opening day of the Sahara Festival,correct,0.9999998807907104,Why do you think that is the case?
What are the primary producers in terrestrial biomes?,plants,plants,correct,0.9999998807907104,Can you explain your reasoning?
What are the sites of protein synthesis or assembly?,ribosomes,ribosomes,correct,1.0000001192092896,Can you explain your reasoning?
"61.With the example of basketball players, the author shows    _   .",that there are differences in people's abilities,that there are differences in people's abilities,correct,1.0,Why do you think that is the case?
What can we learn from the passage?,The findings could help people to live a healthy life.,The findings could help people to live a,incomplete,0.8171942234039307,Why do you think that is the case?
What is the color of the powder of a mineral?,streak,streak,correct,1.0,Can you explain your reasoning?
What can we learn about 'Star Trek classroom' from the text?,It can be helpful in both learning and teaching.,It can be helpful in both learning,correct,0.877739667892456,Why do you think that is the case?
What can we learn from the guidelines released by the World Health Organization?,People should cut down on sugar intake for the sake of their health.,This is incorrect because People,misconception,0.2525428533554077,Why do you think that is the case?
Why did David Pecaut have the idea of founding a new Ganada Prize?,To advance Canada's honor and opportunities.,To advance Canada's honor,correct,0.9381543397903442,Why do you think that is the case?
Why do you think the writer thinks it is good to put up your hand in class?,Because it means that you will enjoy school and learn more.,Because it means that you will enjoy school and,correct,0.9634984731674194,Why do you think that is the case?
The story about the airline pilot tells us that   _  .,the writer is worried about the future of our society,This is incorrect because the,misconception,0.061435624957084656,Why do you think that is the case?
"If your purpose is to   _  , you can choose swimming as your exercise form.",build a strong and healthy heart,This is incorrect because build,misconception,0.22397302091121674,Why do you think that is the case?
Why do you think the writer thinks it is good to put up your hand in class?,Because it means that you will enjoy school and learn more.,Because it means that you will enjoy school and learn more.,correct,0.9999998211860657,Why do you think that is the case?
It can be inferred that in America   _  .,famous colleges charge their students more money,famous colleges charge their students more money,correct,1.0,Why do you think that is the case?
Why did the poem become a classic?,It describes the true love between a little girl and her pet lamb.,This is incorrect because It,misconception,0.05935168266296387,Why do you think that is the case?
"In James Hoarley's opinion,   _  .",using others' Internet service is not stealing at all.,using others' Internet service is not stealing,correct,0.927808403968811,Why do you think that is the case?
What inspired Morioka to open such a bookstore?,His working experience.,His working experience.,correct,1.0,Why do you think that is the case?
Why did the author want to buy the farm in a hurry?,He wanted to keep the farm as it was.,He wanted to keep the farm as,correct,0.9853376150131226,Why do you think that is the case?
What can we know about Morelli from the passage?,She had stayed in the city for 5 years.,She had stayed in the city for,correct,0.8750078082084656,Why do you think that is the case?
Learning to speak a foreign language is the key to enjoying another   _  .,culture,culture,correct,0.9999999403953552,Why do you think that is the case?
"What astronomical phenomenon, formed of split asteroids or planetary rocks, provides clues about our solar system?",meteorites,meteorites,correct,0.9999998211860657,Can you explain your reasoning?
If we want to live Zero Waste lives we should do the following except  _  .,not making a plan before we shop,not making a plan before,incomplete,0.7642890214920044,Why do you think that is the case?
"Felsic, intermediate, mafic, and ultramafic are types of composition of what rock group?",igneous,igneous,correct,1.0000001192092896,Can you explain your reasoning?
Computer newspapers and magazines have all the advantages except that   _  .,they are more expensive than traditional newspapers,they are more expensive than,incomplete,0.6166858673095703,Why do you think that is the case?
Which of the follwing is produced in the form of thick liquid?,Miracle Fat Burning Cream.,Miracle Fat Burning Cream.,correct,0.9999998807907104,Why do you think that is the case?
What are the two main divisions of the human nervous system?,central and peripheral,central and peripheral,correct,0.9999998807907104,Can you explain your reasoning?
Muscles that position the pectoral girdle are located either on the anterior thorax or on this?,posterior thorax,posterior thorax,correct,1.0,Can you explain your reasoning?
The writer mainly wants to tell us how to   _   in this passage.,set up a free email-box,This is incorrect because set,misconception,-0.006438661366701126,Why do you think that is the case?
"According to the study of the Canadian researchers,   _  .",encouraging positive thinking may actually discourage people,encouraging positive thinking may actually discourage people,correct,1.0,Why do you think that is the case?
It can be inferred that   _  .,career decision is misunderstood by many people because they don't take it as a life-long process,career decision is misunderstood by many people because they don't take it as a,correct,0.8866116404533386,Why do you think that is the case?
When did Anna Ferris draw attention to the public?,After she finished the 100-meter dash,After she finished the 100-meter dash,correct,1.0,Why do you think that is the case?
The main purpose of this passage is to   _  .,give a brief introduction of an English learning site,This is incorrect because give,misconception,0.03776594251394272,Why do you think that is the case?
Which Q&A mentioned transport?,The third.,The third.,correct,1.0,Why do you think that is the case?
What's the term for the gradual progression from simple plants to larger more complex ones in an area?,primary succession,primary succession,correct,1.0,Can you explain your reasoning?
Why does the author say that panopticon is already here?,Because our actions are observed and recorded in many cases.,Because our actions are observed and recorded in,correct,0.9374046921730042,Why do you think that is the case?
"According to the article, what is the author's opinion about identity?",Cloning may prevent people from possessing their identities.,Cloning may prevent people from possessing their identities.,correct,0.9999998807907104,Why do you think that is the case?
From this passage we know that    _   .,Until the next morning another 5 miners were found dead in this accident,Until the next morning another 5 miners were found dead in this accident,correct,1.0000001192092896,Why do you think that is the case?
The author hopes that studies on the influence of geographical environment will enable us to  _,gain an insight into its influence on mankind,gain an insight into its influence,incomplete,0.7923654317855835,Why do you think that is the case?
What occurs when some members of a species become geographically separated?,allopatric speciation,allopatric speciation,correct,0.9999999403953552,Can you explain your reasoning?
The author implies in the passage that   _  .,paying children for their housework is no good,This is incorrect because paying,misconception,0.3891255259513855,Why do you think that is the case?
What does the text mainly talk about?,Different ways of celebrating the birthday in different countries.,Different ways of celebrating the birthday in,correct,0.8744917511940002,Why do you think that is the case?
The simplest class of organic compounds is the what?,hydrocarbons,hydrocarbons,correct,1.0,Can you explain your reasoning?
"Based on the passage, the researchers  _  .",calculated people's life satisfaction within five years,calculated people's life satisfaction within five years,correct,1.0000001192092896,Why do you think that is the case?
What is the stored food in a seed called?,endosperm,endosperm,correct,0.9999999403953552,Can you explain your reasoning?
"According to the passage, which of the following statements about the old people in the United States is true?",Many of them live on social security money which is hardly enough.,Many of them live on social security money which is,correct,0.9256154298782349,Why do you think that is the case?
Which' s the best title for the passage?.,Young Graduates Look to Surgery for Better Jobs,Young Graduates Look to Surgery for Better Jobs,correct,1.0000001192092896,Why do you think that is the case?
In the afternoons the woman walked three miles to her husband's work place to   _  .,wait for her husband,wait for her husband,correct,1.0,Why do you think that is the case?
The popularity of The Lord of the Rings proves   _  .,the general existence of the sense of curiosity,the general existence of the sense,incomplete,0.5888702869415283,Why do you think that is the case?
The doctor advised Glenn's mother to let Glenn die because the doctor was too  _  .,practical,practical,correct,1.0000001192092896,Why do you think that is the case?
Which of the following statements about homonyms is NOT true?,Their ambiguity brings great trouble to our life.,This is incorrect because Their,misconception,0.3225976228713989,Why do you think that is the case?
What is the name for biochemical compounds that consist of one or more chains of small molecules called amino acids?,proteins,proteins,correct,1.0000001192092896,Can you explain your reasoning?
What can be implied from the passage?,"If Hoogewerf doesn't compile ranks one day, he will choose to work in China.",This is incorrect because If,misconception,0.1524830460548401,Why do you think that is the case?
"""Act your age"" means people should   _   .",do the right thing at the right age,This is incorrect because do,misconception,0.173678919672966,Why do you think that is the case?
What did Zhai do outside the capsule in space?,He fetched a sample of solid lubricant and passed it to his colleague.,This is incorrect because He,misconception,0.16160419583320618,Why do you think that is the case?
How many naturally occurring elements are known on earth?,90,90,correct,0.9999998807907104,Can you explain your reasoning?
What could be the best title for this passage?,A Coal Mine Accident in Central China,This is incorrect because A,misconception,0.07172701507806778,Why do you think that is the case?
The difficulty the team of engineers met with while making the robotic fly was that    _   .,they had no ready-made components,This is incorrect because they,misconception,0.23502805829048157,Why do you think that is the case?
"When he talked to Wendy, the author failed to understand that   _  .",Wendy knew she was going to die,Wendy knew she was going,correct,0.8668005466461182,Why do you think that is the case?
"What are the long, thin protein extensions in most prokaryotic cells called?",flagellum,flagellum,correct,0.9999998807907104,Can you explain your reasoning?
What do craters and rifts become when the fill with water?,lakes,lakes,correct,0.9999998807907104,Can you explain your reasoning?
What can we infer from the text about Simon?,he became an excellent professional soldier.,he became an excellent,incomplete,0.657220184803009,Why do you think that is the case?
Who has the highest probability to survive an earthquake?,"Betty, lying besides a pile of magazines.","Betty, lying besides a pile of magazines.",correct,0.9999999403953552,Why do you think that is the case?
Something that has all of the characteristics of life is considered to be what?,alive,alive,correct,0.9999998807907104,Can you explain your reasoning?
The process of the cytoplasm splitting apart and the cell pinching in two is known as what?,cytokinesis,cytokinesis,correct,0.9999999403953552,Can you explain your reasoning?
What is the common advantage of the four camps?,Doing good to children.,Doing good to children.,correct,1.0,Why do you think that is the case?
Which of the following might be the best title of the passage?,Robotic Fly Imitates Real Life Insect,This is incorrect because Robotic,misconception,0.400380939245224,Why do you think that is the case?
The flood is expected to  _  .,get worse,get worse,correct,1.0,Why do you think that is the case?
"Superman, Peter Pan, and Harry Potter have charmed many people, because   _  .",they possess powers that ordinary people don't have,This is incorrect because they,misconception,0.27731120586395264,Why do you think that is the case?
It can be learnt from the text that the aging of the population in America   _   .,has changed people's understanding of age,has changed people's understanding,incomplete,0.7283410429954529,Why do you think that is the case?
Why did the older angel let the farmer's cow die?,Because she wanted to save the farmer's wife.,This is incorrect because Because,misconception,0.16542895138263702,Why do you think that is the case?
"According to Charles,   _  .",deep conversations can make people happy,This is incorrect because deep,misconception,0.3471835255622864,Why do you think that is the case?
What are made from highly reflective metal that is applied to a curved or flat piece of glass?,mirrors,mirrors,correct,1.0,Can you explain your reasoning?
In what way do all vertebrates reproduce?,sexually,sexually,correct,0.9999999403953552,Can you explain your reasoning?
Which of the following roles are performed by BIAZA?,Checking zoo conditions and arranging animal exchanges.,Checking zoo conditions and arranging animal exchanges.,correct,1.0,Why do you think that is the case?
What's the purpose of understanding how to deal with friendship problems?,To build stronger and healthier friendships.,This is incorrect because To,misconception,0.15145200490951538,Why do you think that is the case?
"When animals get rid of their gaseous waste, what is exhaled through their mouth and nose?",carbon dioxide,carbon dioxide,correct,1.0000001192092896,Can you explain your reasoning?
The reason why Ashrita keeps breaking so many records is that   _  .,breaking records brings him much joy and challenge,breaking records brings him much joy,correct,0.949074387550354,Why do you think that is the case?
What do you call the horizontal stems of a strawberry plant that run over the ground surface?,stolons,stolons,correct,1.0,Can you explain your reasoning?
What is another name for composite volcanos?,stratovolcanoes,stratovolcanoes,correct,0.9999999403953552,Can you explain your reasoning?
Roadside signs wired to traffic lights are not the best way to create a smooth passage because  _  .,they are too costly and not widely used,they are too costly and not,incomplete,0.8243102431297302,Why do you think that is the case?
The people are staying   _  .,in Tulang,in Tulang,correct,1.0,Why do you think that is the case?
"If your child joins in the Art Spot Birthday Parties, he will  _  .",create his own art project,This is incorrect because create,misconception,0.2771923243999481,Why do you think that is the case?
"If Johnny wants to read comic  books, not textbooks, he needs to read   _  .",Expect to work.,Expect to work.,correct,1.0,Why do you think that is the case?
"According to the passage, winners  _  .",deal with problems rather than blame others,This is incorrect because deal,misconception,0.061415866017341614,Why do you think that is the case?
It is common that many students  _  .,don't believe in their first impulse.,This is incorrect because don't,misconception,0.22375108301639557,Why do you think that is the case?
What's the main purpose of this passage?,To call on people to attend Zero Waste.,To call on people to attend,incomplete,0.5921432375907898,Why do you think that is the case?
Most waves strike the shore at an angle. this causes what?,longshore drift,longshore drift,correct,1.0,Can you explain your reasoning?
What basic plant structure facilitates dispersal of pollen and fruit by raising reproductive structures?,stem,stem,correct,0.9999999403953552,Can you explain your reasoning?
Inserting copies of normal genes into a patient with defective genes is known as?,gene therapy,gene therapy,correct,1.0000001192092896,Can you explain your reasoning?
"What term that shows how fast a population is growing includes new members added to the population over a given period, as well as old members removed from the population?",growth rate,growth rate,correct,0.9999998807907104,Can you explain your reasoning?
Cyberschools are getting popular became,their students can work at their own speed,This is incorrect because their,misconception,0.289684534072876,Why do you think that is the case?
What are groups of young stars loosely held together by gravity called?,open clusters,open clusters,correct,0.9999998807907104,Can you explain your reasoning?
"In qualitative analysis, reagents are added to an unknown chemical mixture in order to induce what?",precipitation,precipitation,correct,0.9999999403953552,Can you explain your reasoning?
"Animals require air, water, and what in order to live and survive?",food?,food?,correct,1.0,Can you explain your reasoning?
Cyberschools are getting popular became,their students can work at their own speed,their students can work at their,incomplete,0.7663596272468567,Why do you think that is the case?
How many variables are used to describe the condition of a gas?,four,four,correct,0.9999999403953552,Can you explain your reasoning?
We learn from the ads that the Enterprise Shopping Centre needs a person who  _  .,can work for about a month.,This is incorrect because can,misconception,0.2383255660533905,Why do you think that is the case?
"The ability to regulate what, which is possessed by mammals, was an advantage as earth’s climate went through sudden and dramatic changes?",body temperature,body temperature,correct,1.0,Can you explain your reasoning?
How did the young man find the precious stone?,He saw it in the woman's bag.,He saw it in the,incomplete,0.6696345806121826,Why do you think that is the case?
What is the main idea of the text?,Weekends are vital for diets.,Weekends are vital,incomplete,0.7930951118469238,Why do you think that is the case?
Which of the following might be the best title of the passage?,Robotic Fly Imitates Real Life Insect,Robotic Fly Imitates Real Life Insect,correct,0.9999998807907104,Why do you think that is the case?
What reduced the number of the rabbits?,Disease,Disease,correct,1.0,Why do you think that is the case?
Which of the following festivals are celebrated in the same month?,Nowroz and the Bahai New Year.,Nowroz and the Bahai New Year.,correct,1.0000001192092896,Why do you think that is the case?
The global pattern of precipitation is influenced by movements of what?,air masses,air masses,correct,1.0000001192092896,Can you explain your reasoning?
People enter the world of fantasy for the following reasons EXCEPT that   _  .,the world of fantasy frightens us,the world of fantasy,incomplete,0.7509588599205017,Why do you think that is the case?
What about English in Brussels?,English is increasingly eclipsing French.,English is increasingly eclipsing French.,correct,0.9999999403953552,Why do you think that is the case?
Changes from a less-ordered state to a more-ordered state (such as a liquid to a solid) are always what?,exothermic,exothermic,correct,0.9999998807907104,Can you explain your reasoning?
What charge do atoms carry?,neutral,neutral,correct,1.0,Can you explain your reasoning?
Which of the following is TRUE according to the passage?,The old lady didn't find the ladies' lavatory.,The old lady didn't find the,incomplete,0.7688750624656677,Why do you think that is the case?
What type of reproduction usually occur during times of environmental stress?,sexual reproduction,sexual reproduction,correct,1.0,Can you explain your reasoning?
How does water from roots reach the leaves?,water-conducting cells,water-conducting cells,correct,0.9999999403953552,Can you explain your reasoning?
The man continued to rub his fingers over the name probably because  _  .,he missed the loved one who died in a war,he missed the loved one who died in,correct,0.8749185800552368,Why do you think that is the case?
From the passage we can infer  _,sugar plays a very important role in Americans' diet,sugar plays a very important role in,incomplete,0.8092128038406372,Why do you think that is the case?
What type of pressure is the pressure exerted by gas particles in earth’s atmosphere as those particles collide with objects?,atmospheric pressure,atmospheric pressure,correct,1.0,Can you explain your reasoning?
A diet rich in calcium and what vitamin may reduce the risk of osteoporosis and related bone fractures?,vitamin d,vitamin d,correct,0.9999999403953552,Can you explain your reasoning?
What celestial body is the earth’s main source of energy?,sun,sun,correct,0.9999999403953552,Can you explain your reasoning?
What can we learn about Caterpillar music?,The theme of the class changes every week.,This is incorrect because The,misconception,0.11912452429533005,Why do you think that is the case?
"Before the old man asked the clerk what was the matter, the clerk  _  .",was not feeling good,was not feeling good,correct,1.0,Why do you think that is the case?
We can infer from the passage that   _  .,new things will replace the old ones in the future,new things will replace the old ones in,correct,0.8954174518585205,Why do you think that is the case?
The passage mainly discusses how astronauts  _  .,spend their free time in space,spend their free time,incomplete,0.6744229197502136,Why do you think that is the case?
Why did the old man offer Jimmy a ride?,He was thankful to Jimmy,He was thankful to Jimmy,correct,0.9999998807907104,Why do you think that is the case?
Which of the following is TRUE according to the passage?,The woman learned that health and family are more important.,The woman learned that health and family are more important.,correct,0.9999998807907104,Why do you think that is the case?
"According to Janice Min,   _  .",Taylor Swift is worthwhile to be given the award a second time,Taylor Swift is worthwhile to be given the award a,correct,0.9064952731132507,Why do you think that is the case?
"According to the Horace Engdahl, Lessing wins Nobel Prize mainly because  _  .",she makes great contributions to equal rights for women,This is incorrect because she,misconception,0.38132381439208984,Why do you think that is the case?
What are fibers that depend on aerobic respiration called?,oxidative fibers,oxidative fibers,correct,1.0,Can you explain your reasoning?
"One day when a gorilla came into the restaurant, Henry was   _  .",not disturbed by the gorilla,This is incorrect because not,misconception,0.10154573619365692,Why do you think that is the case?
What are two of the most common vision problems?,nearsightedness and farsightedness,nearsightedness and farsightedness,correct,1.0000001192092896,Can you explain your reasoning?
This passage is mainly about   _  .,children in the past and at present,children in the past and at present,correct,1.0000001192092896,Why do you think that is the case?
Why did the poem become a classic?,It describes the true love between a little girl and her pet lamb.,It describes the true love between a little girl and her,incomplete,0.7763246297836304,Why do you think that is the case?
The author believes that the increased size of the human population results from    _   .,a decrease in death rates,a decrease in death rates,correct,1.0000001192092896,Why do you think that is the case?
"If your child joins in the Art Spot Birthday Parties, he will  _  .",create his own art project,create his own,incomplete,0.6610639691352844,Why do you think that is the case?
The writer mainly wants to tell us how to   _   in this passage.,set up a free email-box,set up a,missing_concept,0.24940600991249084,Why do you think that is the case?
All of the following statements are correct EXCEPT   _  .,the stories are suitable for learners of different levels,the stories are suitable for learners of,correct,0.9104105234146118,Why do you think that is the case?
"Carboxylic acids are weak acids, meaning they are not 100% ionized in what?",water,water,correct,1.0,Can you explain your reasoning?
"What's the meaning of ""to face the music""?",To face something far less pleasant.,This is incorrect because To,misconception,0.13362759351730347,Why do you think that is the case?
"A system in what state cannot spontaneously change, and therefore can do no work?",equilibrium,equilibrium,correct,0.9999999403953552,Can you explain your reasoning?
The difference between the theoretical half-reaction reduction potential and the actual voltage required is called what?,overpotential,overpotential,correct,0.9999999403953552,Can you explain your reasoning?
"Compared with previous studies, the recent one found that   _  .",a lower-salt diet may mean less sugar-sweetened soft drink consumption,This is incorrect because a,misconception,0.08512368053197861,Why do you think that is the case?
Why did Clemmons NOT agree with the theory of the muscle of slaves pushing and pulling stones to create the pyramids?,Because of the Egyptians' habit of drinking beer at three meals and the beer effect on people.,Because of the Egyptians' habit of drinking beer at three meals and the beer effect on people.,correct,0.9999999403953552,Why do you think that is the case?
The passage mainly talks about   _  .,a German girl training a cow successfully,This is incorrect because a,misconception,0.03943133354187012,Why do you think that is the case?
The author implies in the passage that   _  .,paying children for their housework is no good,paying children for their housework is,correct,0.937350869178772,Why do you think that is the case?
What is implied in the passage by the writer?,"If you cease to struggle,you cease to live.",This is incorrect because If,misconception,0.06607448309659958,Why do you think that is the case?
What's the other term for your wind pipe?,trachea,trachea,correct,1.0,Can you explain your reasoning?
Henry had to work hard in the shop because   _  .,he had to support his family,he had to support his family,correct,0.9999999403953552,Why do you think that is the case?
Performing drama is likely to help children  _  .,become more confident in themselves,become more confident,correct,0.9129729270935059,Why do you think that is the case?
"""Act your age"" means people should   _   .",do the right thing at the right age,do the right thing at the right age,correct,1.0000001192092896,Why do you think that is the case?
"Catabolic reactions break down large organic molecules into smaller molecules, releasing the energy contained in what?",chemical bonds,chemical bonds,correct,1.0000001192092896,Can you explain your reasoning?
This passage mainly talks about   _  .,the problems of friendship,the problems of friendship,correct,0.9999999403953552,Why do you think that is the case?
Why did the boy want to see the king?,To share wonderful things with the king.,To share wonderful things with the king.,correct,1.0,Why do you think that is the case?
"What process is at work when warm air or water rises, and cool air or water sinks?",convection,convection,correct,1.0,Can you explain your reasoning?
Many graduates today turn to cosmetic surgery to_.,get an advantage over others in job-hunting,get an advantage over others in job-hunting,correct,1.0,Why do you think that is the case?
What do you call a species that has died out in the past?,extinct,extinct,correct,1.0,Can you explain your reasoning?
What is one major difference between Annie's new job and her old one?,It involves decision-making.,It involves decision-making.,correct,1.0,Why do you think that is the case?
The writer of this passage seems to hold the opinion that   _  .,college fees rise too fast for poor families.,college fees rise too fast for poor families.,correct,1.0000001192092896,Why do you think that is the case?
"According to the study of the Canadian researchers,   _  .",encouraging positive thinking may actually discourage people,encouraging positive thinking may actually,correct,0.9282964468002319,Why do you think that is the case?
We can infer that the author of the text is     .,unprejudiced in his description of cyberschools,unprejudiced in his description of cyberschools,correct,1.0000001192092896,Why do you think that is the case?
The Award Ceremony will be held on   _  .,on 12 December in New York,This is incorrect because on,misconception,0.21609607338905334,Why do you think that is the case?
What are the most common seedless vascular plants?,ferns,ferns,correct,0.9999999403953552,Can you explain your reasoning?
What creatures evolved from a lobe-finned lungfish ancestor?,amphibians,amphibians,correct,1.0,Can you explain your reasoning?
We can infer from this passage that   _  .,offensive breath can't easily be cured,This is incorrect because offensive,misconception,0.34576064348220825,Why do you think that is the case?
"In scientific investigations, descriptive statistics are useful for summarizing the characteristics of large what?",samples,samples,correct,1.0000001192092896,Can you explain your reasoning?
What is the best title for the passage?,Revolution on the farm,Revolution on the farm,correct,1.0,Why do you think that is the case?
"According to the writer, problems with friendship may appear when   _  .",one is selfish,one is selfish,correct,0.9999998807907104,Why do you think that is the case?
Which of the following statements would Dr He agree to?,A low-salt diet may prevent both high blood pressure and obesity.,A low-salt diet may prevent both high blood pressure and obesity.,correct,0.9999998807907104,Why do you think that is the case?
"Soluble minerals and clays accumulate in what soil layer, allowing it to hold more water?",subsoil,subsoil,correct,0.9999999403953552,Can you explain your reasoning?
What's the purpose of writing the text?,To introduce a competition about spelling words.,To introduce a competition about spelling words.,correct,1.0000001192092896,Why do you think that is the case?
Which of the following statements would the author agree?,People should find a proper ratio between high and low pay.,This is incorrect because People,misconception,0.21581119298934937,Why do you think that is the case?
Which of the following statements is true?,Adams is not only a writer but also a professor.,Adams is not only a writer but also a professor.,correct,1.0,Why do you think that is the case?
What are alloys that are mostly composed of mercury known as?,amalgams,amalgams,correct,0.9999999403953552,Can you explain your reasoning?
